[T0] --- GAME START: RED ---
[T0] Handoff Spot: (1, 3)
[T355] Bot 0 @ (6,1) -> [BUY_PLATE P:1900]
[T355] Bot 1 @ (8,1) -> [WASH P:50]
[T356] Bot 0 @ (6,1) -> [BUY_PLATE P:1900]
[T356] Bot 1 @ (8,1) -> [WASH P:50]
[T357] Bot 0 @ (6,1) -> [BUY_PLATE P:1900]
[T357] Bot 1 @ (8,1) -> [WASH P:50]
[T358] Bot 0 @ (6,1) -> [BUY_PLATE P:1900]
[T358] Bot 1 @ (8,1) -> [WASH P:50]
[T359] Bot 0 @ (6,1) -> [BUY_PLATE P:1900]
[T359] Bot 1 @ (8,1) -> [WASH P:50]
[T360] Bot 0 @ (6,1) -> [BUY_PLATE P:1900]
[T360] Bot 1 @ (8,1) -> [WASH P:50]
[T361] Bot 0 @ (6,1) -> [BUY_PLATE P:1900]
[T361] Bot 1 @ (8,1) -> [WASH P:50]
[T362] Bot 0 @ (6,1) -> [BUY_PLATE P:1900]
[T362] Bot 1 @ (8,1) -> [WASH P:50]
[T363] Bot 0 @ (6,1) -> [BUY_PLATE P:1900]
[T363] Bot 1 @ (8,1) -> [WASH P:50]
[T364] Bot 0 @ (6,1) -> [BUY_PLATE P:1900]
[T364] Bot 1 @ (8,1) -> [WASH P:50]
[T365] Bot 0 @ (6,1) -> [BUY_PLATE P:1900]
[T365] Bot 1 @ (8,1) -> [WASH P:50]
[T366] Bot 0 @ (6,1) -> [BUY_PLATE P:1900]
[T366] Bot 1 @ (8,1) -> [WASH P:50]
[T367] Bot 0 @ (6,1) -> [BUY_PLATE P:1900]
[T367] Bot 1 @ (8,1) -> [WASH P:50]
[T368] Bot 0 @ (6,1) -> [BUY_PLATE P:1900]
[T368] Bot 1 @ (8,1) -> [WASH P:50]
[T369] Bot 0 @ (6,1) -> [BUY_PLATE P:1900]
[T369] Bot 1 @ (8,1) -> [WASH P:50]
[T370] Bot 0 @ (6,1) -> [BUY_PLATE P:1900]
[T370] Bot 1 @ (8,1) -> [WASH P:50]
[T371] Bot 0 @ (6,1) -> [BUY_PLATE P:1900]
[T371] Bot 1 @ (8,1) -> [WASH P:50]
[T372] Bot 0 @ (6,1) -> [BUY_PLATE P:1900]
[T372] Bot 1 @ (8,1) -> [WASH P:50]
[T373] Bot 0 @ (6,1) -> [BUY_PLATE P:1900]
[T373] Bot 1 @ (8,1) -> [WASH P:50]
[T374] Bot 0 @ (6,1) -> [BUY_PLATE P:1900]
[T374] Bot 1 @ (8,1) -> [WASH P:50]
[T375] Bot 0 @ (6,1) -> [BUY_PLATE P:1900]
[T375] Bot 1 @ (8,1) -> [WASH P:50]
[T376] Bot 0 @ (6,1) -> [BUY_PLATE P:1900]
[T376] Bot 1 @ (8,1) -> [WASH P:50]
[T377] Bot 0 @ (6,1) -> [BUY_PLATE P:1900]
[T377] Bot 1 @ (8,1) -> [WASH P:50]
[T378] Bot 0 @ (6,1) -> [BUY_PLATE P:1900]
[T378] Bot 1 @ (8,1) -> [WASH P:50]
[T379] Bot 0 @ (6,1) -> [BUY_PLATE P:1900]
[T379] Bot 1 @ (8,1) -> [WASH P:50]
[T380] Bot 0 @ (6,1) -> [BUY_PLATE P:1900]
[T380] Bot 1 @ (8,1) -> [WASH P:50]
[T381] Bot 0 @ (6,1) -> [BUY_PLATE P:1900]
[T381] Bot 1 @ (8,1) -> [WASH P:50]
[T382] Bot 0 @ (6,1) -> [BUY_PLATE P:1900]
[T382] Bot 1 @ (8,1) -> [WASH P:50]
[T383] Bot 0 @ (6,1) -> [BUY_PLATE P:1900]
[T383] Bot 1 @ (8,1) -> [WASH P:50]
[T384] Bot 0 @ (6,1) -> [BUY_PLATE P:1900]
[T384] Bot 1 @ (8,1) -> [WASH P:50]
[T385] Bot 0 @ (6,1) -> [BUY_PLATE P:1900]
[T385] Bot 1 @ (8,1) -> [WASH P:50]
[T386] Bot 0 @ (6,1) -> [BUY_PLATE P:1900]
[T386] Bot 1 @ (8,1) -> [WASH P:50]
[T387] Bot 0 @ (6,1) -> [BUY_PLATE P:1900]
[T387] Bot 1 @ (8,1) -> [WASH P:50]
[T388] Bot 0 @ (6,1) -> [BUY_PLATE P:1900]
[T388] Bot 1 @ (8,1) -> [WASH P:50]
[T389] Bot 0 @ (6,1) -> [BUY_PLATE P:1900]
[T389] Bot 1 @ (8,1) -> [WASH P:50]
[T390] Bot 0 @ (6,1) -> [BUY_PLATE P:1900]
[T390] Bot 1 @ (8,1) -> [WASH P:50]
[T391] Bot 0 @ (6,1) -> [BUY_PLATE P:1900]
[T391] Bot 1 @ (8,1) -> [WASH P:50]
[T392] Bot 0 @ (6,1) -> [BUY_PLATE P:1900]
[T392] Bot 1 @ (8,1) -> [WASH P:50]
[T393] Bot 0 @ (6,1) -> [BUY_PLATE P:1900]
[T393] Bot 1 @ (8,1) -> [WASH P:50]
[T394] Bot 0 @ (6,1) -> [BUY_PLATE P:1900]
[T394] Bot 1 @ (8,1) -> [WASH P:50]
[T395] Bot 0 @ (6,1) -> [BUY_PLATE P:1900]
[T395] Bot 1 @ (8,1) -> [WASH P:50]
[T396] Bot 0 @ (6,1) -> [BUY_PLATE P:1900]
[T396] Bot 1 @ (8,1) -> [WASH P:50]
[T397] Bot 0 @ (6,1) -> [BUY_PLATE P:1900]
[T397] Bot 1 @ (8,1) -> [WASH P:50]
[T398] Bot 0 @ (6,1) -> [BUY_PLATE P:1900]
[T398] Bot 1 @ (8,1) -> [WASH P:50]
[T399] Bot 0 @ (6,1) -> [BUY_PLATE P:1900]
[T399] Bot 1 @ (8,1) -> [WASH P:50]
[T400] Bot 0 @ (6,1) -> [BUY_PLATE P:1900]
[T400] Bot 1 @ (8,1) -> [WASH P:50]
[T401] Bot 0 @ (6,1) -> [BUY_PLATE P:1900]
[T401] Bot 1 @ (8,1) -> [WASH P:50]
[T402] Bot 0 @ (6,1) -> [BUY_PLATE P:1900]
[T402] Bot 1 @ (8,1) -> [WASH P:50]
[T403] Bot 0 @ (6,1) -> [BUY_PLATE P:1900]
[T403] Bot 1 @ (8,1) -> [WASH P:50]
[T404] Bot 0 @ (6,1) -> [BUY_PLATE P:1900]
[T404] Bot 1 @ (8,1) -> [WASH P:50]
[T405] Bot 0 @ (6,1) -> [BUY_PLATE P:1900]
[T405] Bot 1 @ (8,1) -> [WASH P:50]
[T406] Bot 0 @ (6,1) -> [BUY_PLATE P:1900]
[T406] Bot 1 @ (8,1) -> [WASH P:50]
[T407] Bot 0 @ (6,1) -> [BUY_PLATE P:1900]
[T407] Bot 1 @ (8,1) -> [WASH P:50]
[T408] Bot 0 @ (6,1) -> [BUY_PLATE P:1900]
[T408] Bot 1 @ (8,1) -> [WASH P:50]
[T409] Bot 0 @ (6,1) -> [BUY_PLATE P:1900]
[T409] Bot 1 @ (8,1) -> [WASH P:50]
[T410] Bot 0 @ (6,1) -> [BUY_PLATE P:1900]
[T410] Bot 1 @ (8,1) -> [WASH P:50]
[T411] Bot 0 @ (6,1) -> [BUY_PLATE P:1900]
[T411] Bot 1 @ (8,1) -> [WASH P:50]
[T412] Bot 0 @ (6,1) -> [BUY_PLATE P:1900]
[T412] Bot 1 @ (8,1) -> [WASH P:50]
[T413] Bot 0 @ (6,1) -> [BUY_PLATE P:1900]
[T413] Bot 1 @ (8,1) -> [WASH P:50]
[T414] Bot 0 @ (6,1) -> [BUY_PLATE P:1900]
[T414] Bot 1 @ (8,1) -> [WASH P:50]
[T415] Bot 0 @ (6,1) -> [BUY_PLATE P:1900]
[T415] Bot 1 @ (8,1) -> [WASH P:50]
[T416] Bot 0 @ (6,1) -> [BUY_PLATE P:1900]
[T416] Bot 1 @ (8,1) -> [WASH P:50]
[T417] Bot 0 @ (6,1) -> [BUY_PLATE P:1900]
[T417] Bot 1 @ (8,1) -> [WASH P:50]
[T418] Bot 0 @ (6,1) -> [BUY_PLATE P:1900]
[T418] Bot 1 @ (8,1) -> [WASH P:50]
[T419] Bot 0 @ (6,1) -> [BUY_PLATE P:1900]
[T419] Bot 1 @ (8,1) -> [WASH P:50]
[T420] Bot 0 @ (6,1) -> [BUY_PLATE P:1900]
[T420] Bot 1 @ (8,1) -> [WASH P:50]
[T421] Bot 0 @ (6,1) -> [BUY_PLATE P:1900]
[T421] Bot 1 @ (8,1) -> [WASH P:50]
[T422] Bot 0 @ (6,1) -> [BUY_PLATE P:1900]
[T422] Bot 1 @ (8,1) -> [WASH P:50]
[T423] Bot 0 @ (6,1) -> [BUY_PLATE P:1900]
[T423] Bot 1 @ (8,1) -> [WASH P:50]
[T424] Bot 0 @ (6,1) -> [BUY_PLATE P:1900]
[T424] Bot 1 @ (8,1) -> [WASH P:50]
[T425] Bot 0 @ (6,1) -> [BUY_PLATE P:1900]
[T425] Bot 1 @ (8,1) -> [WASH P:50]
[T426] Bot 0 @ (6,1) -> [BUY_PLATE P:1900]
[T426] Bot 1 @ (8,1) -> [WASH P:50]
[T427] Bot 0 @ (6,1) -> [BUY_PLATE P:1900]
[T427] Bot 1 @ (8,1) -> [WASH P:50]
[T428] Bot 0 @ (6,1) -> [BUY_PLATE P:1900]
[T428] Bot 1 @ (8,1) -> [WASH P:50]
[T429] Bot 0 @ (6,1) -> [BUY_PLATE P:1900]
[T429] Bot 1 @ (8,1) -> [WASH P:50]
[T430] Bot 0 @ (6,1) -> [BUY_PLATE P:1900]
[T430] Bot 1 @ (8,1) -> [WASH P:50]
[T431] Bot 0 @ (6,1) -> [BUY_PLATE P:1900]
[T431] Bot 1 @ (8,1) -> [WASH P:50]
[T432] Bot 0 @ (6,1) -> [BUY_PLATE P:1900]
[T432] Bot 1 @ (8,1) -> [WASH P:50]
[T433] Bot 0 @ (6,1) -> [BUY_PLATE P:1900]
[T433] Bot 1 @ (8,1) -> [WASH P:50]
[T434] Bot 0 @ (6,1) -> [BUY_PLATE P:1900]
[T434] Bot 1 @ (8,1) -> [WASH P:50]
[T435] Bot 0 @ (6,1) -> [BUY_PLATE P:1900]
[T435] Bot 1 @ (8,1) -> [WASH P:50]
[T436] Bot 0 @ (6,1) -> [BUY_PLATE P:1900]
[T436] Bot 1 @ (8,1) -> [WASH P:50]
[T437] Bot 0 @ (6,1) -> [BUY_PLATE P:1900]
[T437] Bot 1 @ (8,1) -> [WASH P:50]
[T438] Bot 0 @ (6,1) -> [BUY_PLATE P:1900]
[T438] Bot 1 @ (8,1) -> [WASH P:50]
[T439] Bot 0 @ (6,1) -> [BUY_PLATE P:1900]
[T439] Bot 1 @ (8,1) -> [WASH P:50]
[T440] Bot 0 @ (6,1) -> [BUY_PLATE P:1900]
[T440] Bot 1 @ (8,1) -> [WASH P:50]
[T441] Bot 0 @ (6,1) -> [BUY_PLATE P:1900]
[T441] Bot 1 @ (8,1) -> [WASH P:50]
[T442] Bot 0 @ (6,1) -> [BUY_PLATE P:1900]
[T442] Bot 1 @ (8,1) -> [WASH P:50]
[T443] Bot 0 @ (6,1) -> [BUY_PLATE P:1900]
[T443] Bot 1 @ (8,1) -> [WASH P:50]
[T444] Bot 0 @ (6,1) -> [BUY_PLATE P:1900]
[T444] Bot 1 @ (8,1) -> [WASH P:50]
[T445] Bot 0 @ (6,1) -> [BUY_PLATE P:1900]
[T445] Bot 1 @ (8,1) -> [WASH P:50]
[T446] Bot 0 @ (6,1) -> [BUY_PLATE P:1900]
[T446] Bot 1 @ (8,1) -> [WASH P:50]
[T447] Bot 0 @ (6,1) -> [BUY_PLATE P:1900]
[T447] Bot 1 @ (8,1) -> [WASH P:50]
[T448] Bot 0 @ (6,1) -> [BUY_PLATE P:1900]
[T448] Bot 1 @ (8,1) -> [WASH P:50]
[T449] Bot 0 @ (6,1) -> [BUY_PLATE P:1900]
[T449] Bot 1 @ (8,1) -> [WASH P:50]
[T450] Bot 0 @ (6,1) -> [BUY_PLATE P:1900]
[T450] Bot 1 @ (8,1) -> [WASH P:50]
[T451] Bot 0 @ (6,1) -> [BUY_PLATE P:1900]
[T451] Bot 1 @ (8,1) -> [WASH P:50]
[T452] Bot 0 @ (6,1) -> [BUY_PLATE P:1900]
[T452] Bot 1 @ (8,1) -> [WASH P:50]
[T453] Bot 0 @ (6,1) -> [BUY_PLATE P:1900]
[T453] Bot 1 @ (8,1) -> [WASH P:50]
[T454] Bot 0 @ (6,1) -> [BUY_PLATE P:1900]
[T454] Bot 1 @ (8,1) -> [WASH P:50]
[T455] Bot 0 @ (6,1) -> [BUY_PLATE P:1900]
[T455] Bot 1 @ (8,1) -> [WASH P:50]
[T456] Bot 0 @ (6,1) -> [BUY_PLATE P:1900]
[T456] Bot 1 @ (8,1) -> [WASH P:50]
[T457] Bot 0 @ (6,1) -> [BUY_PLATE P:1900]
[T457] Bot 1 @ (8,1) -> [WASH P:50]
[T458] Bot 0 @ (6,1) -> [BUY_PLATE P:1900]
[T458] Bot 1 @ (8,1) -> [WASH P:50]
[T459] Bot 0 @ (6,1) -> [BUY_PLATE P:1900]
[T459] Bot 1 @ (8,1) -> [WASH P:50]
[T460] Bot 0 @ (6,1) -> [BUY_PLATE P:1900]
[T460] Bot 1 @ (8,1) -> [WASH P:50]
[T461] Bot 0 @ (6,1) -> [BUY_PLATE P:1900]
[T461] Bot 1 @ (8,1) -> [WASH P:50]
[T462] Bot 0 @ (6,1) -> [BUY_PLATE P:1900]
[T462] Bot 1 @ (8,1) -> [WASH P:50]
[T463] Bot 0 @ (6,1) -> [BUY_PLATE P:1900]
[T463] Bot 1 @ (8,1) -> [WASH P:50]
[T464] Bot 0 @ (6,1) -> [BUY_PLATE P:1900]
[T464] Bot 1 @ (8,1) -> [WASH P:50]
[T465] Bot 0 @ (6,1) -> [BUY_PLATE P:1900]
[T465] Bot 1 @ (8,1) -> [WASH P:50]
[T466] Bot 0 @ (6,1) -> [BUY_PLATE P:1900]
[T466] Bot 1 @ (8,1) -> [WASH P:50]
[T467] Bot 0 @ (6,1) -> [BUY_PLATE P:1900]
[T467] Bot 1 @ (8,1) -> [WASH P:50]
[T468] Bot 0 @ (6,1) -> [BUY_PLATE P:1900]
[T468] Bot 1 @ (8,1) -> [WASH P:50]
[T469] Bot 0 @ (6,1) -> [BUY_PLATE P:1900]
[T469] Bot 1 @ (8,1) -> [WASH P:50]
[T470] Bot 0 @ (6,1) -> [BUY_PLATE P:1900]
[T470] Bot 1 @ (8,1) -> [WASH P:50]
[T471] Bot 0 @ (6,1) -> [BUY_PLATE P:1900]
[T471] Bot 1 @ (8,1) -> [WASH P:50]
[T472] Bot 0 @ (6,1) -> [BUY_PLATE P:1900]
[T472] Bot 1 @ (8,1) -> [WASH P:50]
[T473] Bot 0 @ (6,1) -> [BUY_PLATE P:1900]
[T473] Bot 1 @ (8,1) -> [WASH P:50]
[T474] Bot 0 @ (6,1) -> [BUY_PLATE P:1900]
[T474] Bot 1 @ (8,1) -> [WASH P:50]
[T475] Bot 0 @ (6,1) -> [BUY_PLATE P:1900]
[T475] Bot 1 @ (8,1) -> [WASH P:50]
[T476] Bot 0 @ (6,1) -> [BUY_PLATE P:1900]
[T476] Bot 1 @ (8,1) -> [WASH P:50]
[T477] Bot 0 @ (6,1) -> [BUY_PLATE P:1900]
[T477] Bot 1 @ (8,1) -> [WASH P:50]
[T478] Bot 0 @ (6,1) -> [BUY_PLATE P:1900]
[T478] Bot 1 @ (8,1) -> [WASH P:50]
[T479] Bot 0 @ (6,1) -> [BUY_PLATE P:1900]
[T479] Bot 1 @ (8,1) -> [WASH P:50]
[T480] Bot 0 @ (6,1) -> [BUY_PLATE P:1900]
[T480] Bot 1 @ (8,1) -> [WASH P:50]
[T481] Bot 0 @ (6,1) -> [BUY_PLATE P:1900]
[T481] Bot 1 @ (8,1) -> [WASH P:50]
[T482] Bot 0 @ (6,1) -> [BUY_PLATE P:1900]
[T482] Bot 1 @ (8,1) -> [WASH P:50]
[T483] Bot 0 @ (6,1) -> [BUY_PLATE P:1900]
[T483] Bot 1 @ (8,1) -> [WASH P:50]
[T484] Bot 0 @ (6,1) -> [BUY_PLATE P:1900]
[T484] Bot 1 @ (8,1) -> [WASH P:50]
[T485] Bot 0 @ (6,1) -> [BUY_PLATE P:1900]
[T485] Bot 1 @ (8,1) -> [WASH P:50]
[T486] Bot 0 @ (6,1) -> [BUY_PLATE P:1900]
[T486] Bot 1 @ (8,1) -> [WASH P:50]
[T487] Bot 0 @ (6,1) -> [BUY_PLATE P:1900]
[T487] Bot 1 @ (8,1) -> [WASH P:50]
[T488] Bot 0 @ (6,1) -> [BUY_PLATE P:1900]
[T488] Bot 1 @ (8,1) -> [WASH P:50]
[T489] Bot 0 @ (6,1) -> [BUY_PLATE P:1900]
[T489] Bot 1 @ (8,1) -> [WASH P:50]
[T490] Bot 0 @ (6,1) -> [BUY_PLATE P:1900]
[T490] Bot 1 @ (8,1) -> [WASH P:50]
[T491] Bot 0 @ (6,1) -> [BUY_PLATE P:1900]
[T491] Bot 1 @ (8,1) -> [WASH P:50]
[T492] Bot 0 @ (6,1) -> [BUY_PLATE P:1900]
[T492] Bot 1 @ (8,1) -> [WASH P:50]
[T493] Bot 0 @ (6,1) -> [BUY_PLATE P:1900]
[T493] Bot 1 @ (8,1) -> [WASH P:50]
[T494] Bot 0 @ (6,1) -> [BUY_PLATE P:1900]
[T494] Bot 1 @ (8,1) -> [WASH P:50]
[T495] Bot 0 @ (6,1) -> [BUY_PLATE P:1900]
[T495] Bot 1 @ (8,1) -> [WASH P:50]
[T496] Bot 0 @ (6,1) -> [BUY_PLATE P:1900]
[T496] Bot 1 @ (8,1) -> [WASH P:50]
[T497] Bot 0 @ (6,1) -> [BUY_PLATE P:1900]
[T497] Bot 1 @ (8,1) -> [WASH P:50]
[T498] Bot 0 @ (6,1) -> [BUY_PLATE P:1900]
[T498] Bot 1 @ (8,1) -> [WASH P:50]
[T499] Bot 0 @ (6,1) -> [BUY_PLATE P:1900]
[T499] Bot 1 @ (8,1) -> [WASH P:50]
[T500] Bot 0 @ (6,1) -> [BUY_PLATE P:1900]
[T500] Bot 1 @ (8,1) -> [WASH P:50]
