[T0] --- GAME START: BLUE ---
[T0] Handoff Spot: (2, 2)
[T431] Bot 3 @ (6,4) -> [WASH P:50]
[T432] Bot 2 @ (3,4) -> [BUY_PLATE P:1900]
[T432] Bot 3 @ (6,4) -> [WASH P:50]
[T433] Bot 2 @ (3,4) -> [BUY_PLATE P:1900]
[T433] Bot 3 @ (6,4) -> [WASH P:50]
[T434] Bot 2 @ (3,4) -> [BUY_PLATE P:1900]
[T434] Bot 3 @ (6,4) -> [WASH P:50]
[T435] Bot 2 @ (3,4) -> [BUY_PLATE P:1900]
[T435] Bot 3 @ (6,4) -> [WASH P:50]
[T436] Bot 2 @ (3,4) -> [BUY_PLATE P:1900]
[T436] Bot 3 @ (6,4) -> [WASH P:50]
[T437] Bot 2 @ (3,4) -> [BUY_PLATE P:1900]
[T437] Bot 3 @ (6,4) -> [WASH P:50]
[T438] Bot 2 @ (3,4) -> [BUY_PLATE P:1900]
[T438] Bot 3 @ (6,4) -> [WASH P:50]
[T439] Bot 2 @ (3,4) -> [BUY_PLATE P:1900]
[T439] Bot 3 @ (6,4) -> [WASH P:50]
[T440] Bot 2 @ (3,4) -> [BUY_PLATE P:1900]
[T440] Bot 3 @ (6,4) -> [WASH P:50]
[T441] Bot 2 @ (3,4) -> [BUY_PLATE P:1900]
[T441] Bot 3 @ (6,4) -> [WASH P:50]
[T442] Bot 2 @ (3,4) -> [BUY_PLATE P:1900]
[T442] Bot 3 @ (6,4) -> [WASH P:50]
[T443] Bot 2 @ (3,4) -> [BUY_PLATE P:1900]
[T443] Bot 3 @ (6,4) -> [WASH P:50]
[T444] Bot 2 @ (3,4) -> [BUY_PLATE P:1900]
[T444] Bot 3 @ (6,4) -> [WASH P:50]
[T445] Bot 2 @ (3,4) -> [BUY_PLATE P:1900]
[T445] Bot 3 @ (6,4) -> [WASH P:50]
[T446] Bot 2 @ (3,4) -> [BUY_PLATE P:1900]
[T446] Bot 3 @ (6,4) -> [WASH P:50]
[T447] Bot 2 @ (3,4) -> [BUY_PLATE P:1900]
[T447] Bot 3 @ (6,4) -> [WASH P:50]
[T448] Bot 2 @ (3,4) -> [BUY_PLATE P:1900]
[T448] Bot 3 @ (6,4) -> [WASH P:50]
[T449] Bot 2 @ (3,4) -> [BUY_PLATE P:1900]
[T449] Bot 3 @ (6,4) -> [WASH P:50]
[T450] Bot 2 @ (3,4) -> [BUY_PLATE P:1900]
[T450] Bot 3 @ (6,4) -> [WASH P:50]
[T451] Bot 2 @ (3,4) -> [BUY_PLATE P:1900]
[T451] Bot 3 @ (6,4) -> [WASH P:50]
[T452] Bot 2 @ (3,4) -> [BUY_PLATE P:1900]
[T452] Bot 3 @ (6,4) -> [WASH P:50]
[T453] Bot 2 @ (3,4) -> [BUY_PLATE P:1900]
[T453] Bot 3 @ (6,4) -> [WASH P:50]
[T454] Bot 2 @ (3,4) -> [BUY_PLATE P:1900]
[T454] Bot 3 @ (6,4) -> [WASH P:50]
[T455] Bot 2 @ (3,4) -> [BUY_PLATE P:1900]
[T455] Bot 3 @ (6,4) -> [WASH P:50]
[T456] Bot 2 @ (3,4) -> [BUY_PLATE P:1900]
[T456] Bot 3 @ (6,4) -> [WASH P:50]
[T457] Bot 2 @ (3,4) -> [BUY_PLATE P:1900]
[T457] Bot 3 @ (6,4) -> [WASH P:50]
[T458] Bot 2 @ (3,4) -> [BUY_PLATE P:1900]
[T458] Bot 3 @ (6,4) -> [WASH P:50]
[T459] Bot 2 @ (3,4) -> [BUY_PLATE P:1900]
[T459] Bot 3 @ (6,4) -> [WASH P:50]
[T460] Bot 2 @ (3,4) -> [BUY_PLATE P:1900]
[T460] Bot 3 @ (6,4) -> [WASH P:50]
[T461] Bot 2 @ (3,4) -> [BUY_PLATE P:1900]
[T461] Bot 3 @ (6,4) -> [WASH P:50]
[T462] Bot 2 @ (3,4) -> [BUY_PLATE P:1900]
[T462] Bot 3 @ (6,4) -> [WASH P:50]
[T463] Bot 2 @ (3,4) -> [BUY_PLATE P:1900]
[T463] Bot 3 @ (6,4) -> [WASH P:50]
[T464] Bot 2 @ (3,4) -> [BUY_PLATE P:1900]
[T464] Bot 3 @ (6,4) -> [WASH P:50]
[T465] Bot 2 @ (3,4) -> [BUY_PLATE P:1900]
[T465] Bot 3 @ (6,4) -> [WASH P:50]
[T466] Bot 2 @ (3,4) -> [BUY_PLATE P:1900]
[T466] Bot 3 @ (6,4) -> [WASH P:50]
[T467] Bot 2 @ (3,4) -> [BUY_PLATE P:1900]
[T467] Bot 3 @ (6,4) -> [WASH P:50]
[T468] Bot 2 @ (3,4) -> [BUY_PLATE P:1900]
[T468] Bot 3 @ (6,4) -> [WASH P:50]
[T469] Bot 2 @ (3,4) -> [BUY_PLATE P:1900]
[T469] Bot 3 @ (6,4) -> [WASH P:50]
[T470] Bot 2 @ (3,4) -> [BUY_PLATE P:1900]
[T470] Bot 3 @ (6,4) -> [WASH P:50]
[T471] Bot 2 @ (3,4) -> [BUY_PLATE P:1900]
[T471] Bot 3 @ (6,4) -> [WASH P:50]
[T472] Bot 2 @ (3,4) -> [BUY_PLATE P:1900]
[T472] Bot 3 @ (6,4) -> [WASH P:50]
[T473] Bot 2 @ (3,4) -> [BUY_PLATE P:1900]
[T473] Bot 3 @ (6,4) -> [WASH P:50]
[T474] Bot 2 @ (3,4) -> [BUY_PLATE P:1900]
[T474] Bot 3 @ (6,4) -> [WASH P:50]
[T475] Bot 2 @ (3,4) -> [BUY_PLATE P:1900]
[T475] Bot 3 @ (6,4) -> [WASH P:50]
[T476] Bot 2 @ (3,4) -> [BUY_PLATE P:1900]
[T476] Bot 3 @ (6,4) -> [WASH P:50]
[T477] Bot 2 @ (3,4) -> [BUY_PLATE P:1900]
[T477] Bot 3 @ (6,4) -> [WASH P:50]
[T478] Bot 2 @ (3,4) -> [BUY_PLATE P:1900]
[T478] Bot 3 @ (6,4) -> [WASH P:50]
[T479] Bot 2 @ (3,4) -> [BUY_PLATE P:1900]
[T479] Bot 3 @ (6,4) -> [WASH P:50]
[T480] Bot 2 @ (3,4) -> [BUY_PLATE P:1900]
[T480] Bot 3 @ (6,4) -> [WASH P:50]
[T481] Bot 2 @ (3,4) -> [BUY_PLATE P:1900]
[T481] Bot 3 @ (6,4) -> [WASH P:50]
[T482] Bot 2 @ (3,4) -> [BUY_PLATE P:1900]
[T482] Bot 3 @ (6,4) -> [WASH P:50]
[T483] Bot 2 @ (3,4) -> [BUY_PLATE P:1900]
[T483] Bot 3 @ (6,4) -> [WASH P:50]
[T484] Bot 2 @ (3,4) -> [BUY_PLATE P:1900]
[T484] Bot 3 @ (6,4) -> [WASH P:50]
[T485] Bot 2 @ (3,4) -> [BUY_PLATE P:1900]
[T485] Bot 3 @ (6,4) -> [WASH P:50]
[T486] Bot 2 @ (3,4) -> [BUY_PLATE P:1900]
[T486] Bot 3 @ (6,4) -> [WASH P:50]
[T487] Bot 2 @ (3,4) -> [BUY_PLATE P:1900]
[T487] Bot 3 @ (6,4) -> [WASH P:50]
[T488] Bot 2 @ (3,4) -> [BUY_PLATE P:1900]
[T488] Bot 3 @ (6,4) -> [WASH P:50]
[T489] Bot 2 @ (3,4) -> [BUY_PLATE P:1900]
[T489] Bot 3 @ (6,4) -> [WASH P:50]
[T490] Bot 2 @ (3,4) -> [BUY_PLATE P:1900]
[T490] Bot 3 @ (6,4) -> [WASH P:50]
[T491] Bot 2 @ (3,4) -> [BUY_PLATE P:1900]
[T491] Bot 3 @ (6,4) -> [WASH P:50]
[T492] Bot 2 @ (3,4) -> [BUY_PLATE P:1900]
[T492] Bot 3 @ (6,4) -> [WASH P:50]
[T493] Bot 2 @ (3,4) -> [BUY_PLATE P:1900]
[T493] Bot 3 @ (6,4) -> [WASH P:50]
[T494] Bot 2 @ (3,4) -> [BUY_PLATE P:1900]
[T494] Bot 3 @ (6,4) -> [WASH P:50]
[T495] Bot 2 @ (3,4) -> [BUY_PLATE P:1900]
[T495] Bot 3 @ (6,4) -> [WASH P:50]
[T496] Bot 2 @ (3,4) -> [BUY_PLATE P:1900]
[T496] Bot 3 @ (6,4) -> [WASH P:50]
[T497] Bot 2 @ (3,4) -> [BUY_PLATE P:1900]
[T497] Bot 3 @ (6,4) -> [WASH P:50]
[T498] Bot 2 @ (3,4) -> [BUY_PLATE P:1900]
[T498] Bot 3 @ (6,4) -> [WASH P:50]
[T499] Bot 2 @ (3,4) -> [BUY_PLATE P:1900]
[T499] Bot 3 @ (6,4) -> [WASH P:50]
[T500] Bot 2 @ (3,4) -> [BUY_PLATE P:1900]
[T500] Bot 3 @ (6,4) -> [WASH P:50]
