[Turn 0] Initialized game with Red: bots/eric/IronChefOptimized.py, Blue: bots/eric/IronChefOptimized.py
[Turn 263] Bot 0 (RED): Pos=(6,31) Holding=Plate['NOODLES(Raw)', 'MEAT(Ck)']
[Turn 263] Bot 1 (RED): Pos=(32,33) Holding=None
[Turn 263] Bot 2 (BLUE): Pos=(1,1) Holding=None
[Turn 263] Bot 3 (BLUE): Pos=(38,1) Holding=None
[Turn 263] Bot 4 (BLUE): Pos=(6,31) Holding=Plate['NOODLES(Raw)', 'MEAT(Ck)']
[Turn 263] Bot 5 (BLUE): Pos=(32,33) Holding=None
[Turn 263] Bot 6 (BLUE): Pos=(1,1) Holding=None
[Turn 263] Bot 7 (BLUE): Pos=(38,1) Holding=None
[Turn 264] Bot 0 (RED): Pos=(6,31) Holding=Plate['NOODLES(Raw)', 'MEAT(Ck)']
[Turn 264] Bot 1 (RED): Pos=(32,33) Holding=None
[Turn 264] Bot 2 (BLUE): Pos=(1,1) Holding=None
[Turn 264] Bot 3 (BLUE): Pos=(38,1) Holding=None
[Turn 264] Bot 4 (BLUE): Pos=(6,31) Holding=Plate['NOODLES(Raw)', 'MEAT(Ck)']
[Turn 264] Bot 5 (BLUE): Pos=(32,33) Holding=None
[Turn 264] Bot 6 (BLUE): Pos=(1,1) Holding=None
[Turn 264] Bot 7 (BLUE): Pos=(38,1) Holding=None
[Turn 265] Bot 0 (RED): Pos=(6,31) Holding=Plate['NOODLES(Raw)', 'MEAT(Ck)']
[Turn 265] Bot 1 (RED): Pos=(32,33) Holding=None
[Turn 265] Bot 2 (BLUE): Pos=(1,1) Holding=None
[Turn 265] Bot 3 (BLUE): Pos=(38,1) Holding=None
[Turn 265] Bot 4 (BLUE): Pos=(6,31) Holding=Plate['NOODLES(Raw)', 'MEAT(Ck)']
[Turn 265] Bot 5 (BLUE): Pos=(32,33) Holding=None
[Turn 265] Bot 6 (BLUE): Pos=(1,1) Holding=None
[Turn 265] Bot 7 (BLUE): Pos=(38,1) Holding=None
[Turn 266] Bot 0 (RED): Pos=(6,31) Holding=Plate['NOODLES(Raw)', 'MEAT(Ck)']
[Turn 266] Bot 1 (RED): Pos=(32,33) Holding=None
[Turn 266] Bot 2 (BLUE): Pos=(1,1) Holding=None
[Turn 266] Bot 3 (BLUE): Pos=(38,1) Holding=None
[Turn 266] Bot 4 (BLUE): Pos=(6,31) Holding=Plate['NOODLES(Raw)', 'MEAT(Ck)']
[Turn 266] Bot 5 (BLUE): Pos=(32,33) Holding=None
[Turn 266] Bot 6 (BLUE): Pos=(1,1) Holding=None
[Turn 266] Bot 7 (BLUE): Pos=(38,1) Holding=None
[Turn 267] Bot 0 (RED): Pos=(6,31) Holding=Plate['NOODLES(Raw)', 'MEAT(Ck)']
[Turn 267] Bot 1 (RED): Pos=(32,33) Holding=None
[Turn 267] Bot 2 (BLUE): Pos=(1,1) Holding=None
[Turn 267] Bot 3 (BLUE): Pos=(38,1) Holding=None
[Turn 267] Bot 4 (BLUE): Pos=(6,31) Holding=Plate['NOODLES(Raw)', 'MEAT(Ck)']
[Turn 267] Bot 5 (BLUE): Pos=(32,33) Holding=None
[Turn 267] Bot 6 (BLUE): Pos=(1,1) Holding=None
[Turn 267] Bot 7 (BLUE): Pos=(38,1) Holding=None
[Turn 268] Bot 0 (RED): Pos=(6,31) Holding=Plate['NOODLES(Raw)', 'MEAT(Ck)']
[Turn 268] Bot 1 (RED): Pos=(32,33) Holding=None
[Turn 268] Bot 2 (BLUE): Pos=(1,1) Holding=None
[Turn 268] Bot 3 (BLUE): Pos=(38,1) Holding=None
[Turn 268] Bot 4 (BLUE): Pos=(6,31) Holding=Plate['NOODLES(Raw)', 'MEAT(Ck)']
[Turn 268] Bot 5 (BLUE): Pos=(32,33) Holding=None
[Turn 268] Bot 6 (BLUE): Pos=(1,1) Holding=None
[Turn 268] Bot 7 (BLUE): Pos=(38,1) Holding=None
[Turn 269] Bot 0 (RED): Pos=(6,31) Holding=Plate['NOODLES(Raw)', 'MEAT(Ck)']
[Turn 269] Bot 1 (RED): Pos=(32,33) Holding=None
[Turn 269] Bot 2 (BLUE): Pos=(1,1) Holding=None
[Turn 269] Bot 3 (BLUE): Pos=(38,1) Holding=None
[Turn 269] Bot 4 (BLUE): Pos=(6,31) Holding=Plate['NOODLES(Raw)', 'MEAT(Ck)']
[Turn 269] Bot 5 (BLUE): Pos=(32,33) Holding=None
[Turn 269] Bot 6 (BLUE): Pos=(1,1) Holding=None
[Turn 269] Bot 7 (BLUE): Pos=(38,1) Holding=None
[Turn 270] Bot 0 (RED): Pos=(6,31) Holding=Plate['NOODLES(Raw)', 'MEAT(Ck)']
[Turn 270] Bot 1 (RED): Pos=(32,33) Holding=None
[Turn 270] Bot 2 (BLUE): Pos=(1,1) Holding=None
[Turn 270] Bot 3 (BLUE): Pos=(38,1) Holding=None
[Turn 270] Bot 4 (BLUE): Pos=(6,31) Holding=Plate['NOODLES(Raw)', 'MEAT(Ck)']
[Turn 270] Bot 5 (BLUE): Pos=(32,33) Holding=None
[Turn 270] Bot 6 (BLUE): Pos=(1,1) Holding=None
[Turn 270] Bot 7 (BLUE): Pos=(38,1) Holding=None
[Turn 271] Bot 0 (RED): Pos=(6,31) Holding=Plate['NOODLES(Raw)', 'MEAT(Ck)']
[Turn 271] Bot 1 (RED): Pos=(32,33) Holding=None
[Turn 271] Bot 2 (BLUE): Pos=(1,1) Holding=None
[Turn 271] Bot 3 (BLUE): Pos=(38,1) Holding=None
[Turn 271] Bot 4 (BLUE): Pos=(6,31) Holding=Plate['NOODLES(Raw)', 'MEAT(Ck)']
[Turn 271] Bot 5 (BLUE): Pos=(32,33) Holding=None
[Turn 271] Bot 6 (BLUE): Pos=(1,1) Holding=None
[Turn 271] Bot 7 (BLUE): Pos=(38,1) Holding=None
[Turn 272] Bot 0 (RED): Pos=(6,31) Holding=Plate['NOODLES(Raw)', 'MEAT(Ck)']
[Turn 272] Bot 1 (RED): Pos=(32,33) Holding=None
[Turn 272] Bot 2 (BLUE): Pos=(1,1) Holding=None
[Turn 272] Bot 3 (BLUE): Pos=(38,1) Holding=None
[Turn 272] Bot 4 (BLUE): Pos=(6,31) Holding=Plate['NOODLES(Raw)', 'MEAT(Ck)']
[Turn 272] Bot 5 (BLUE): Pos=(32,33) Holding=None
[Turn 272] Bot 6 (BLUE): Pos=(1,1) Holding=None
[Turn 272] Bot 7 (BLUE): Pos=(38,1) Holding=None
[Turn 273] Bot 0 (RED): Pos=(6,31) Holding=Plate['NOODLES(Raw)', 'MEAT(Ck)']
[Turn 273] Bot 1 (RED): Pos=(32,33) Holding=None
[Turn 273] Bot 2 (BLUE): Pos=(1,1) Holding=None
[Turn 273] Bot 3 (BLUE): Pos=(38,1) Holding=None
[Turn 273] Bot 4 (BLUE): Pos=(6,31) Holding=Plate['NOODLES(Raw)', 'MEAT(Ck)']
[Turn 273] Bot 5 (BLUE): Pos=(32,33) Holding=None
[Turn 273] Bot 6 (BLUE): Pos=(1,1) Holding=None
[Turn 273] Bot 7 (BLUE): Pos=(38,1) Holding=None
[Turn 274] Bot 0 (RED): Pos=(6,31) Holding=Plate['NOODLES(Raw)', 'MEAT(Ck)']
[Turn 274] Bot 1 (RED): Pos=(32,33) Holding=None
[Turn 274] Bot 2 (BLUE): Pos=(1,1) Holding=None
[Turn 274] Bot 3 (BLUE): Pos=(38,1) Holding=None
[Turn 274] Bot 4 (BLUE): Pos=(6,31) Holding=Plate['NOODLES(Raw)', 'MEAT(Ck)']
[Turn 274] Bot 5 (BLUE): Pos=(32,33) Holding=None
[Turn 274] Bot 6 (BLUE): Pos=(1,1) Holding=None
[Turn 274] Bot 7 (BLUE): Pos=(38,1) Holding=None
[Turn 275] Bot 0 (RED): Pos=(6,31) Holding=Plate['NOODLES(Raw)', 'MEAT(Ck)']
[Turn 275] Bot 1 (RED): Pos=(32,33) Holding=None
[Turn 275] Bot 2 (BLUE): Pos=(1,1) Holding=None
[Turn 275] Bot 3 (BLUE): Pos=(38,1) Holding=None
[Turn 275] Bot 4 (BLUE): Pos=(6,31) Holding=Plate['NOODLES(Raw)', 'MEAT(Ck)']
[Turn 275] Bot 5 (BLUE): Pos=(32,33) Holding=None
[Turn 275] Bot 6 (BLUE): Pos=(1,1) Holding=None
[Turn 275] Bot 7 (BLUE): Pos=(38,1) Holding=None
[Turn 276] Bot 0 (RED): Pos=(6,31) Holding=Plate['NOODLES(Raw)', 'MEAT(Ck)']
[Turn 276] Bot 1 (RED): Pos=(32,33) Holding=None
[Turn 276] Bot 2 (BLUE): Pos=(1,1) Holding=None
[Turn 276] Bot 3 (BLUE): Pos=(38,1) Holding=None
[Turn 276] Bot 4 (BLUE): Pos=(6,31) Holding=Plate['NOODLES(Raw)', 'MEAT(Ck)']
[Turn 276] Bot 5 (BLUE): Pos=(32,33) Holding=None
[Turn 276] Bot 6 (BLUE): Pos=(1,1) Holding=None
[Turn 276] Bot 7 (BLUE): Pos=(38,1) Holding=None
[Turn 277] Bot 0 (RED): Pos=(6,31) Holding=Plate['NOODLES(Raw)', 'MEAT(Ck)']
[Turn 277] Bot 1 (RED): Pos=(32,33) Holding=None
[Turn 277] Bot 2 (BLUE): Pos=(1,1) Holding=None
[Turn 277] Bot 3 (BLUE): Pos=(38,1) Holding=None
[Turn 277] Bot 4 (BLUE): Pos=(6,31) Holding=Plate['NOODLES(Raw)', 'MEAT(Ck)']
[Turn 277] Bot 5 (BLUE): Pos=(32,33) Holding=None
[Turn 277] Bot 6 (BLUE): Pos=(1,1) Holding=None
[Turn 277] Bot 7 (BLUE): Pos=(38,1) Holding=None
[Turn 278] Bot 0 (RED): Pos=(6,31) Holding=Plate['NOODLES(Raw)', 'MEAT(Ck)']
[Turn 278] Bot 1 (RED): Pos=(32,33) Holding=None
[Turn 278] Bot 2 (BLUE): Pos=(1,1) Holding=None
[Turn 278] Bot 3 (BLUE): Pos=(38,1) Holding=None
[Turn 278] Bot 4 (BLUE): Pos=(6,31) Holding=Plate['NOODLES(Raw)', 'MEAT(Ck)']
[Turn 278] Bot 5 (BLUE): Pos=(32,33) Holding=None
[Turn 278] Bot 6 (BLUE): Pos=(1,1) Holding=None
[Turn 278] Bot 7 (BLUE): Pos=(38,1) Holding=None
[Turn 279] Bot 0 (RED): Pos=(6,31) Holding=Plate['NOODLES(Raw)', 'MEAT(Ck)']
[Turn 279] Bot 1 (RED): Pos=(32,33) Holding=None
[Turn 279] Bot 2 (BLUE): Pos=(1,1) Holding=None
[Turn 279] Bot 3 (BLUE): Pos=(38,1) Holding=None
[Turn 279] Bot 4 (BLUE): Pos=(6,31) Holding=Plate['NOODLES(Raw)', 'MEAT(Ck)']
[Turn 279] Bot 5 (BLUE): Pos=(32,33) Holding=None
[Turn 279] Bot 6 (BLUE): Pos=(1,1) Holding=None
[Turn 279] Bot 7 (BLUE): Pos=(38,1) Holding=None
[Turn 280] Bot 0 (RED): Pos=(6,31) Holding=Plate['NOODLES(Raw)', 'MEAT(Ck)']
[Turn 280] Bot 1 (RED): Pos=(32,33) Holding=None
[Turn 280] Bot 2 (BLUE): Pos=(1,1) Holding=None
[Turn 280] Bot 3 (BLUE): Pos=(38,1) Holding=None
[Turn 280] Bot 4 (BLUE): Pos=(6,31) Holding=Plate['NOODLES(Raw)', 'MEAT(Ck)']
[Turn 280] Bot 5 (BLUE): Pos=(32,33) Holding=None
[Turn 280] Bot 6 (BLUE): Pos=(1,1) Holding=None
[Turn 280] Bot 7 (BLUE): Pos=(38,1) Holding=None
[Turn 281] Bot 0 (RED): Pos=(6,31) Holding=Plate['NOODLES(Raw)', 'MEAT(Ck)']
[Turn 281] Bot 1 (RED): Pos=(32,33) Holding=None
[Turn 281] Bot 2 (BLUE): Pos=(1,1) Holding=None
[Turn 281] Bot 3 (BLUE): Pos=(38,1) Holding=None
[Turn 281] Bot 4 (BLUE): Pos=(6,31) Holding=Plate['NOODLES(Raw)', 'MEAT(Ck)']
[Turn 281] Bot 5 (BLUE): Pos=(32,33) Holding=None
[Turn 281] Bot 6 (BLUE): Pos=(1,1) Holding=None
[Turn 281] Bot 7 (BLUE): Pos=(38,1) Holding=None
[Turn 282] Bot 0 (RED): Pos=(6,31) Holding=Plate['NOODLES(Raw)', 'MEAT(Ck)']
[Turn 282] Bot 1 (RED): Pos=(32,33) Holding=None
[Turn 282] Bot 2 (BLUE): Pos=(1,1) Holding=None
[Turn 282] Bot 3 (BLUE): Pos=(38,1) Holding=None
[Turn 282] Bot 4 (BLUE): Pos=(6,31) Holding=Plate['NOODLES(Raw)', 'MEAT(Ck)']
[Turn 282] Bot 5 (BLUE): Pos=(32,33) Holding=None
[Turn 282] Bot 6 (BLUE): Pos=(1,1) Holding=None
[Turn 282] Bot 7 (BLUE): Pos=(38,1) Holding=None
[Turn 283] Bot 0 (RED): Pos=(6,31) Holding=Plate['NOODLES(Raw)', 'MEAT(Ck)']
[Turn 283] Bot 1 (RED): Pos=(32,33) Holding=None
[Turn 283] Bot 2 (BLUE): Pos=(1,1) Holding=None
[Turn 283] Bot 3 (BLUE): Pos=(38,1) Holding=None
[Turn 283] Bot 4 (BLUE): Pos=(6,31) Holding=Plate['NOODLES(Raw)', 'MEAT(Ck)']
[Turn 283] Bot 5 (BLUE): Pos=(32,33) Holding=None
[Turn 283] Bot 6 (BLUE): Pos=(1,1) Holding=None
[Turn 283] Bot 7 (BLUE): Pos=(38,1) Holding=None
[Turn 284] Bot 0 (RED): Pos=(6,31) Holding=Plate['NOODLES(Raw)', 'MEAT(Ck)']
[Turn 284] Bot 1 (RED): Pos=(32,33) Holding=None
[Turn 284] Bot 2 (BLUE): Pos=(1,1) Holding=None
[Turn 284] Bot 3 (BLUE): Pos=(38,1) Holding=None
[Turn 284] Bot 4 (BLUE): Pos=(6,31) Holding=Plate['NOODLES(Raw)', 'MEAT(Ck)']
[Turn 284] Bot 5 (BLUE): Pos=(32,33) Holding=None
[Turn 284] Bot 6 (BLUE): Pos=(1,1) Holding=None
[Turn 284] Bot 7 (BLUE): Pos=(38,1) Holding=None
[Turn 285] Bot 0 (RED): Pos=(6,31) Holding=Plate['NOODLES(Raw)', 'MEAT(Ck)']
[Turn 285] Bot 1 (RED): Pos=(32,33) Holding=None
[Turn 285] Bot 2 (BLUE): Pos=(1,1) Holding=None
[Turn 285] Bot 3 (BLUE): Pos=(38,1) Holding=None
[Turn 285] Bot 4 (BLUE): Pos=(6,31) Holding=Plate['NOODLES(Raw)', 'MEAT(Ck)']
[Turn 285] Bot 5 (BLUE): Pos=(32,33) Holding=None
[Turn 285] Bot 6 (BLUE): Pos=(1,1) Holding=None
[Turn 285] Bot 7 (BLUE): Pos=(38,1) Holding=None
[Turn 286] Bot 0 (RED): Pos=(6,31) Holding=Plate['NOODLES(Raw)', 'MEAT(Ck)']
[Turn 286] Bot 1 (RED): Pos=(32,33) Holding=None
[Turn 286] Bot 2 (BLUE): Pos=(1,1) Holding=None
[Turn 286] Bot 3 (BLUE): Pos=(38,1) Holding=None
[Turn 286] Bot 4 (BLUE): Pos=(6,31) Holding=Plate['NOODLES(Raw)', 'MEAT(Ck)']
[Turn 286] Bot 5 (BLUE): Pos=(32,33) Holding=None
[Turn 286] Bot 6 (BLUE): Pos=(1,1) Holding=None
[Turn 286] Bot 7 (BLUE): Pos=(38,1) Holding=None
[Turn 287] Bot 0 (RED): Pos=(6,31) Holding=Plate['NOODLES(Raw)', 'MEAT(Ck)']
[Turn 287] Bot 1 (RED): Pos=(32,33) Holding=None
[Turn 287] Bot 2 (BLUE): Pos=(1,1) Holding=None
[Turn 287] Bot 3 (BLUE): Pos=(38,1) Holding=None
[Turn 287] Bot 4 (BLUE): Pos=(6,31) Holding=Plate['NOODLES(Raw)', 'MEAT(Ck)']
[Turn 287] Bot 5 (BLUE): Pos=(32,33) Holding=None
[Turn 287] Bot 6 (BLUE): Pos=(1,1) Holding=None
[Turn 287] Bot 7 (BLUE): Pos=(38,1) Holding=None
[Turn 288] Bot 0 (RED): Pos=(6,31) Holding=Plate['NOODLES(Raw)', 'MEAT(Ck)']
[Turn 288] Bot 1 (RED): Pos=(32,33) Holding=None
[Turn 288] Bot 2 (BLUE): Pos=(1,1) Holding=None
[Turn 288] Bot 3 (BLUE): Pos=(38,1) Holding=None
[Turn 288] Bot 4 (BLUE): Pos=(6,31) Holding=Plate['NOODLES(Raw)', 'MEAT(Ck)']
[Turn 288] Bot 5 (BLUE): Pos=(32,33) Holding=None
[Turn 288] Bot 6 (BLUE): Pos=(1,1) Holding=None
[Turn 288] Bot 7 (BLUE): Pos=(38,1) Holding=None
[Turn 289] Bot 0 (RED): Pos=(6,31) Holding=Plate['NOODLES(Raw)', 'MEAT(Ck)']
[Turn 289] Bot 1 (RED): Pos=(32,33) Holding=None
[Turn 289] Bot 2 (BLUE): Pos=(1,1) Holding=None
[Turn 289] Bot 3 (BLUE): Pos=(38,1) Holding=None
[Turn 289] Bot 4 (BLUE): Pos=(6,31) Holding=Plate['NOODLES(Raw)', 'MEAT(Ck)']
[Turn 289] Bot 5 (BLUE): Pos=(32,33) Holding=None
[Turn 289] Bot 6 (BLUE): Pos=(1,1) Holding=None
[Turn 289] Bot 7 (BLUE): Pos=(38,1) Holding=None
[Turn 290] Bot 0 (RED): Pos=(6,31) Holding=Plate['NOODLES(Raw)', 'MEAT(Ck)']
[Turn 290] Bot 1 (RED): Pos=(32,33) Holding=None
[Turn 290] Bot 2 (BLUE): Pos=(1,1) Holding=None
[Turn 290] Bot 3 (BLUE): Pos=(38,1) Holding=None
[Turn 290] Bot 4 (BLUE): Pos=(6,31) Holding=Plate['NOODLES(Raw)', 'MEAT(Ck)']
[Turn 290] Bot 5 (BLUE): Pos=(32,33) Holding=None
[Turn 290] Bot 6 (BLUE): Pos=(1,1) Holding=None
[Turn 290] Bot 7 (BLUE): Pos=(38,1) Holding=None
[Turn 291] Bot 0 (RED): Pos=(6,31) Holding=Plate['NOODLES(Raw)', 'MEAT(Ck)']
[Turn 291] Bot 1 (RED): Pos=(32,33) Holding=None
[Turn 291] Bot 2 (BLUE): Pos=(1,1) Holding=None
[Turn 291] Bot 3 (BLUE): Pos=(38,1) Holding=None
[Turn 291] Bot 4 (BLUE): Pos=(6,31) Holding=Plate['NOODLES(Raw)', 'MEAT(Ck)']
[Turn 291] Bot 5 (BLUE): Pos=(32,33) Holding=None
[Turn 291] Bot 6 (BLUE): Pos=(1,1) Holding=None
[Turn 291] Bot 7 (BLUE): Pos=(38,1) Holding=None
[Turn 292] Bot 0 (RED): Pos=(6,31) Holding=Plate['NOODLES(Raw)', 'MEAT(Ck)']
[Turn 292] Bot 1 (RED): Pos=(32,33) Holding=None
[Turn 292] Bot 2 (BLUE): Pos=(1,1) Holding=None
[Turn 292] Bot 3 (BLUE): Pos=(38,1) Holding=None
[Turn 292] Bot 4 (BLUE): Pos=(6,31) Holding=Plate['NOODLES(Raw)', 'MEAT(Ck)']
[Turn 292] Bot 5 (BLUE): Pos=(32,33) Holding=None
[Turn 292] Bot 6 (BLUE): Pos=(1,1) Holding=None
[Turn 292] Bot 7 (BLUE): Pos=(38,1) Holding=None
[Turn 293] Bot 0 (RED): Pos=(6,31) Holding=Plate['NOODLES(Raw)', 'MEAT(Ck)']
[Turn 293] Bot 1 (RED): Pos=(32,33) Holding=None
[Turn 293] Bot 2 (BLUE): Pos=(1,1) Holding=None
[Turn 293] Bot 3 (BLUE): Pos=(38,1) Holding=None
[Turn 293] Bot 4 (BLUE): Pos=(6,31) Holding=Plate['NOODLES(Raw)', 'MEAT(Ck)']
[Turn 293] Bot 5 (BLUE): Pos=(32,33) Holding=None
[Turn 293] Bot 6 (BLUE): Pos=(1,1) Holding=None
[Turn 293] Bot 7 (BLUE): Pos=(38,1) Holding=None
[Turn 294] Bot 0 (RED): Pos=(6,31) Holding=Plate['NOODLES(Raw)', 'MEAT(Ck)']
[Turn 294] Bot 1 (RED): Pos=(32,33) Holding=None
[Turn 294] Bot 2 (BLUE): Pos=(1,1) Holding=None
[Turn 294] Bot 3 (BLUE): Pos=(38,1) Holding=None
[Turn 294] Bot 4 (BLUE): Pos=(6,31) Holding=Plate['NOODLES(Raw)', 'MEAT(Ck)']
[Turn 294] Bot 5 (BLUE): Pos=(32,33) Holding=None
[Turn 294] Bot 6 (BLUE): Pos=(1,1) Holding=None
[Turn 294] Bot 7 (BLUE): Pos=(38,1) Holding=None
[Turn 295] Bot 0 (RED): Pos=(6,31) Holding=Plate['NOODLES(Raw)', 'MEAT(Ck)']
[Turn 295] Bot 1 (RED): Pos=(32,33) Holding=None
[Turn 295] Bot 2 (BLUE): Pos=(1,1) Holding=None
[Turn 295] Bot 3 (BLUE): Pos=(38,1) Holding=None
[Turn 295] Bot 4 (BLUE): Pos=(6,31) Holding=Plate['NOODLES(Raw)', 'MEAT(Ck)']
[Turn 295] Bot 5 (BLUE): Pos=(32,33) Holding=None
[Turn 295] Bot 6 (BLUE): Pos=(1,1) Holding=None
[Turn 295] Bot 7 (BLUE): Pos=(38,1) Holding=None
[Turn 296] Bot 0 (RED): Pos=(6,31) Holding=Plate['NOODLES(Raw)', 'MEAT(Ck)']
[Turn 296] Bot 1 (RED): Pos=(32,33) Holding=None
[Turn 296] Bot 2 (BLUE): Pos=(1,1) Holding=None
[Turn 296] Bot 3 (BLUE): Pos=(38,1) Holding=None
[Turn 296] Bot 4 (BLUE): Pos=(6,31) Holding=Plate['NOODLES(Raw)', 'MEAT(Ck)']
[Turn 296] Bot 5 (BLUE): Pos=(32,33) Holding=None
[Turn 296] Bot 6 (BLUE): Pos=(1,1) Holding=None
[Turn 296] Bot 7 (BLUE): Pos=(38,1) Holding=None
[Turn 297] Bot 0 (RED): Pos=(6,31) Holding=Plate['NOODLES(Raw)', 'MEAT(Ck)']
[Turn 297] Bot 1 (RED): Pos=(32,33) Holding=None
[Turn 297] Bot 2 (BLUE): Pos=(1,1) Holding=None
[Turn 297] Bot 3 (BLUE): Pos=(38,1) Holding=None
[Turn 297] Bot 4 (BLUE): Pos=(6,31) Holding=Plate['NOODLES(Raw)', 'MEAT(Ck)']
[Turn 297] Bot 5 (BLUE): Pos=(32,33) Holding=None
[Turn 297] Bot 6 (BLUE): Pos=(1,1) Holding=None
[Turn 297] Bot 7 (BLUE): Pos=(38,1) Holding=None
[Turn 298] Bot 0 (RED): Pos=(6,31) Holding=Plate['NOODLES(Raw)', 'MEAT(Ck)']
[Turn 298] Bot 1 (RED): Pos=(32,33) Holding=None
[Turn 298] Bot 2 (BLUE): Pos=(1,1) Holding=None
[Turn 298] Bot 3 (BLUE): Pos=(38,1) Holding=None
[Turn 298] Bot 4 (BLUE): Pos=(6,31) Holding=Plate['NOODLES(Raw)', 'MEAT(Ck)']
[Turn 298] Bot 5 (BLUE): Pos=(32,33) Holding=None
[Turn 298] Bot 6 (BLUE): Pos=(1,1) Holding=None
[Turn 298] Bot 7 (BLUE): Pos=(38,1) Holding=None
[Turn 299] Bot 0 (RED): Pos=(6,31) Holding=Plate['NOODLES(Raw)', 'MEAT(Ck)']
[Turn 299] Bot 1 (RED): Pos=(32,33) Holding=None
[Turn 299] Bot 2 (BLUE): Pos=(1,1) Holding=None
[Turn 299] Bot 3 (BLUE): Pos=(38,1) Holding=None
[Turn 299] Bot 4 (BLUE): Pos=(6,31) Holding=Plate['NOODLES(Raw)', 'MEAT(Ck)']
[Turn 299] Bot 5 (BLUE): Pos=(32,33) Holding=None
[Turn 299] Bot 6 (BLUE): Pos=(1,1) Holding=None
[Turn 299] Bot 7 (BLUE): Pos=(38,1) Holding=None
[Turn 300] Bot 0 (RED): Pos=(6,31) Holding=Plate['NOODLES(Raw)', 'MEAT(Ck)']
[Turn 300] Bot 1 (RED): Pos=(32,33) Holding=None
[Turn 300] Bot 2 (BLUE): Pos=(1,1) Holding=None
[Turn 300] Bot 3 (BLUE): Pos=(38,1) Holding=None
[Turn 300] Bot 4 (BLUE): Pos=(6,31) Holding=Plate['NOODLES(Raw)', 'MEAT(Ck)']
[Turn 300] Bot 5 (BLUE): Pos=(32,33) Holding=None
[Turn 300] Bot 6 (BLUE): Pos=(1,1) Holding=None
[Turn 300] Bot 7 (BLUE): Pos=(38,1) Holding=None
[Turn 301] Bot 0 (RED): Pos=(6,31) Holding=Plate['NOODLES(Raw)', 'MEAT(Ck)']
[Turn 301] Bot 1 (RED): Pos=(32,33) Holding=None
[Turn 301] Bot 2 (BLUE): Pos=(1,1) Holding=None
[Turn 301] Bot 3 (BLUE): Pos=(38,1) Holding=None
[Turn 301] Bot 4 (BLUE): Pos=(6,31) Holding=Plate['NOODLES(Raw)', 'MEAT(Ck)']
[Turn 301] Bot 5 (BLUE): Pos=(32,33) Holding=None
[Turn 301] Bot 6 (BLUE): Pos=(1,1) Holding=None
[Turn 301] Bot 7 (BLUE): Pos=(38,1) Holding=None
[Turn 302] Bot 0 (RED): Pos=(6,31) Holding=Plate['NOODLES(Raw)', 'MEAT(Ck)']
[Turn 302] Bot 1 (RED): Pos=(32,33) Holding=None
[Turn 302] Bot 2 (BLUE): Pos=(1,1) Holding=None
[Turn 302] Bot 3 (BLUE): Pos=(38,1) Holding=None
[Turn 302] Bot 4 (BLUE): Pos=(6,31) Holding=Plate['NOODLES(Raw)', 'MEAT(Ck)']
[Turn 302] Bot 5 (BLUE): Pos=(32,33) Holding=None
[Turn 302] Bot 6 (BLUE): Pos=(1,1) Holding=None
[Turn 302] Bot 7 (BLUE): Pos=(38,1) Holding=None
[Turn 303] Bot 0 (RED): Pos=(6,31) Holding=Plate['NOODLES(Raw)', 'MEAT(Ck)']
[Turn 303] Bot 1 (RED): Pos=(32,33) Holding=None
[Turn 303] Bot 2 (BLUE): Pos=(1,1) Holding=None
[Turn 303] Bot 3 (BLUE): Pos=(38,1) Holding=None
[Turn 303] Bot 4 (BLUE): Pos=(6,31) Holding=Plate['NOODLES(Raw)', 'MEAT(Ck)']
[Turn 303] Bot 5 (BLUE): Pos=(32,33) Holding=None
[Turn 303] Bot 6 (BLUE): Pos=(1,1) Holding=None
[Turn 303] Bot 7 (BLUE): Pos=(38,1) Holding=None
[Turn 304] Bot 0 (RED): Pos=(6,31) Holding=Plate['NOODLES(Raw)', 'MEAT(Ck)']
[Turn 304] Bot 1 (RED): Pos=(32,33) Holding=None
[Turn 304] Bot 2 (BLUE): Pos=(1,1) Holding=None
[Turn 304] Bot 3 (BLUE): Pos=(38,1) Holding=None
[Turn 304] Bot 4 (BLUE): Pos=(6,31) Holding=Plate['NOODLES(Raw)', 'MEAT(Ck)']
[Turn 304] Bot 5 (BLUE): Pos=(32,33) Holding=None
[Turn 304] Bot 6 (BLUE): Pos=(1,1) Holding=None
[Turn 304] Bot 7 (BLUE): Pos=(38,1) Holding=None
[Turn 305] Bot 0 (RED): Pos=(6,31) Holding=Plate['NOODLES(Raw)', 'MEAT(Ck)']
[Turn 305] Bot 1 (RED): Pos=(32,33) Holding=None
[Turn 305] Bot 2 (BLUE): Pos=(1,1) Holding=None
[Turn 305] Bot 3 (BLUE): Pos=(38,1) Holding=None
[Turn 305] Bot 4 (BLUE): Pos=(6,31) Holding=Plate['NOODLES(Raw)', 'MEAT(Ck)']
[Turn 305] Bot 5 (BLUE): Pos=(32,33) Holding=None
[Turn 305] Bot 6 (BLUE): Pos=(1,1) Holding=None
[Turn 305] Bot 7 (BLUE): Pos=(38,1) Holding=None
[Turn 306] Bot 0 (RED): Pos=(6,31) Holding=Plate['NOODLES(Raw)', 'MEAT(Ck)']
[Turn 306] Bot 1 (RED): Pos=(32,33) Holding=None
[Turn 306] Bot 2 (BLUE): Pos=(1,1) Holding=None
[Turn 306] Bot 3 (BLUE): Pos=(38,1) Holding=None
